job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,salary_raw,salary_disclosed,skills_required,job_description,posted_date_raw,work_mode,company_size_bucket,job_url,data_source,scraped_at,salary_min_lpa,salary_max_lpa,salary_midpoint_lpa,skills_list,primary_city,is_multi_city,posted_date
8670,Business Analyst,TD Synnex,3.8,Chennai,Chennai,Data Analyst,5-10 Yrs,Not Disclosed,False,"Change management, Automation, Business analysis, Equity, Business intelligence, Data mining, Digital marketing, Project delivery",Demonstrates effective project management skills and independent skills Demonstrates th...,3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-td-synnex-chennai-5-to-10-years-180526502603,naukri.com,2025-06-10,,,,"['Change Management', 'Automation', 'Business Analysis', 'Equity', 'Business Intelligence', 'Data Mining', 'Digital Marketing', 'Project Delivery']",Chennai,False,2025-05-20
8671,Technical Business Analyst - 6+ Yrs - Chennai,A MNC Client of GSN,3.6,Chennai,Chennai,Data Analyst,6-11 Yrs,20-30 Lacs PA,True,"Business Analyst, Data Migration, Data Analysis, Api Integration, SQL, Business System Analyst, BRD, Requirement Gathering","Hi, Wishes from GSN!!! Pleasure connecting with you!!!We been into Corporate Search Ser...",3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-technical-business-analyst-6-yrs-chennai-gsn-consulting-chennai-6-to-11-years-150526031453,naukri.com,2025-06-10,20.0,30.0,25.0,"['Business Analyst', 'Data Migration', 'Data Analysis', 'Api Integration', 'SQL', 'Business System Analyst', 'BRD', 'Requirement Gathering']",Chennai,False,2025-05-20
8672,Business Analyst Trainee,APA Engineering,4.0,Remote,Chennai,Data Analyst,1-2 Yrs,Not Disclosed,False,"Problem Solving, Communication Skills, product support executive, reporting, Data Handling, Documentation & Technical Writing, Bi Tools, Software Proficiency",Role & responsibilities Job Description:Technical Support: Assist in creating and track...,3 weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-trainee-apa-engineering-chennai-1-to-2-years-150526029293,naukri.com,2025-06-10,,,,"['Problem Solving', 'Communication Skills', 'Product Support Executive', 'Reporting', 'Data Handling', 'Documentation & Technical Writing', 'Bi Tools', 'Software Proficiency']",Remote,False,2025-05-20
8673,Financial Business Analyst,Ascend Performance Materials,4.0,Hybrid - Chennai(Taramani),Chennai,Data Analyst,5-10 Yrs,Not Disclosed,False,"Financial Analysis, Power Bi, Business Finance, Variance Analysis, Financial Modelling, Data Validation, Pricing Analysis, Revenue Analysis",About the RoleWe are looking for a detail-oriented and analytical Business Financial An...,3 weeks ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-financial-business-analyst-ascend-performance-materials-chennai-5-to-10-years-150526017508,naukri.com,2025-06-10,,,,"['Financial Analysis', 'Power Bi', 'Business Finance', 'Variance Analysis', 'Financial Modelling', 'Data Validation', 'Pricing Analysis', 'Revenue Analysis']",Chennai,False,2025-05-20
8674,Business Analyst,HELYXON Healthcare,1.8,Chennai,Chennai,Data Analyst,3-5 Yrs,Not Disclosed,False,"Data analysis, Business analysis, Project management, Analytical, Healthcare, Project planning, Continuous improvement, Operations",". Education : Bachelors degree in Business Administration, Information Technology, or a...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-helyxon-healthcare-solutions-chennai-3-to-5-years-140625500458,naukri.com,2025-06-10,,,,"['Data Analysis', 'Business Analysis', 'Project Management', 'Analytical', 'Healthcare', 'Project Planning', 'Continuous Improvement', 'Operations']",Chennai,False,2025-05-20
8675,Business Analyst - BI,Codincity Digital Technologies,4.7,Hybrid - Chennai,Chennai,Data Analyst,5-8 Yrs,8-12 Lacs PA,True,"Business Intelligence, Business Analyst, KPI, Requirement Gathering, Finance, Bi, Manufacturing, Data Analytics","The ideal candidate should be capable of understanding business requirements, analyzing...",3 weeks ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-bi-codincity-digital-technologies-chennai-5-to-8-years-140526027582,naukri.com,2025-06-10,8.0,12.0,10.0,"['Business Intelligence', 'Business Analyst', 'KPI', 'Requirement Gathering', 'Finance', 'BI', 'Manufacturing', 'Data Analytics']",Chennai,False,2025-05-20
8676,Business Analyst,Ahana Systems & Solutions,3.8,Chennai,Chennai,Data Analyst,4-9 Yrs,Not Disclosed,False,"Core Banking, Business Analysis, Banking Products, SQL, Brd, Requirement Gathering, Flexcube, FRD","Conduct requirement workshops, gap analysis, and impact analysisExperience in requireme...",3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-ahana-systems-solutions-chennai-4-to-9-years-130526019375,naukri.com,2025-06-10,,,,"['Core Banking', 'Business Analysis', 'Banking Products', 'SQL', 'Brd', 'Requirement Gathering', 'Flexcube', 'FRD']",Chennai,False,2025-05-20
8677,Business System Analyst,Evoke HR solutions private limited,3.6,"Hybrid - Chennai, Kochi, Thiruvananthapuram",Chennai,Data Analyst,7-12 Yrs,12-22 Lacs PA,True,"Business Analytics, Annuity Insurance, business system, Chatgpt, Artificial Intelligence, Claude Code, ai, Data Analytics",Job Description - Business Systems Analyst (BSA) Location: (Trivandrum/Kochi) Experien...,3+ weeks ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-business-system-analyst-evoke-hr-kochi-chennai-thiruvananthapuram-7-to-12-years-120526036112,naukri.com,2025-06-10,12.0,22.0,17.0,"['Business Analytics', 'Annuity Insurance', 'Business System', 'Chatgpt', 'Artificial Intelligence', 'Claude Code', 'AI', 'Data Analytics']",Chennai,True,2025-05-20
8678,Business Analyst - Scrum,Sequoia Applied Technologies,4.6,Chennai,Chennai,Data Analyst,6-10 Yrs,Not Disclosed,False,"Data analysis, Business analysis, Agile, Scrum, Gap analysis, JIRA, Business solutions, Stakeholder management","Scrum Master Certification (CSM, PSM) is a plus Business Analysis Certification (CBAP, ...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-scrum-sequoia-applied-technologies-chennai-6-to-10-years-110325502820,naukri.com,2025-06-10,,,,"['Data Analysis', 'Business Analysis', 'Agile', 'Scrum', 'Gap Analysis', 'JIRA', 'Business Solutions', 'Stakeholder Management']",Chennai,False,2025-05-20
8679,Business Analyst,bijlipay,3.4,Chennai,Chennai,Data Analyst,2-5 Yrs,3.5-4.5 Lacs PA,True,"Brd, Requirement Gathering, User Stories, Requirements, Business analysis, Usage",Experience working with APIs or technical teams,3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-bijlipay-chennai-2-to-5-years-101225018995,naukri.com,2025-06-10,3.5,4.5,4.0,"['Brd', 'Requirement Gathering', 'User Stories', 'Requirements', 'Business Analysis', 'Usage']",Chennai,False,2025-05-20
8680,DST Business Analyst and Business Intelligence Developer,Husky Injection Molding Systems,4.2,Chennai(Guindy),Chennai,Data Analyst,5-10 Yrs,Not Disclosed,False,"Azure Data Factory, Power Bi Dashboards, Azure Synapse Analytics, SSIS, SQL, SSAS, Azure Data Lake, Business development",The DST Business Analyst and Business Intelligence Developer for Husky will be responsi...,3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-dst-business-analyst-and-business-intelligence-developer-husky-injection-molding-systems-chennai-5-to-10-years-100326012665,naukri.com,2025-06-10,,,,"['Azure Data Factory', 'Power Bi Dashboards', 'Azure Synapse Analytics', 'SSIS', 'SQL', 'SSAS', 'Azure Data Lake', 'Business Development']",Chennai,False,2025-05-20
8681,Business Analyst,IDESLABS,3.8,Chennai,Chennai,Data Analyst,5-9 Yrs,Not Disclosed,False,"Product management, Data analysis, Business Analyst, Project management, Analytical, Market research, Management, Business operations",IDESLABS PRIVATE LIMITED is looking for Business Analyst to join our dynamic team and e...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-ideslabs-private-limited-chennai-5-to-9-years-071223500988,naukri.com,2025-06-10,,,,"['Product Management', 'Data Analysis', 'Business Analyst', 'Project Management', 'Analytical', 'Market Research', 'Management', 'Business Operations']",Chennai,False,2025-05-20
8682,"Business Process Analyst (SME, Metricstream & ERM)",Glencore,3.5,Chennai,Chennai,Data Analyst,8-13 Yrs,Not Disclosed,False,"cbap, functional specifications, erm, data analysis, business requirements, gap analysis, documentation, business analysis",Business Analysis Professional (CBAP) or similar certification is a plus . Proven exper...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-process-analyst-sme-metricstream-erm-glencore-chennai-8-to-13-years-050226501319,naukri.com,2025-06-10,,,,"['Cbap', 'Functional Specifications', 'Erm', 'Data Analysis', 'Business Requirements', 'Gap Analysis', 'Documentation', 'Business Analysis']",Chennai,False,2025-05-20
8683,Business Analyst,Intuitive Apps,2.7,Chennai,Chennai,Data Analyst,3-7 Yrs,Not Disclosed,False,"Data analysis, Due diligence, Data structures, Agile methodology, Stored procedures, Subject matter expertise, Business solutions, SDLC","Identify, integrate and manage required internal and external resources to provide busi...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-intuitive-apps-chennai-3-to-7-years-230823500762,naukri.com,2025-06-10,,,,"['Data Analysis', 'Due Diligence', 'Data Structures', 'Agile Methodology', 'Stored Procedures', 'Subject Matter Expertise', 'Business Solutions', 'SDLC']",Chennai,False,2025-05-20
8684,Business analyst,Magellanix Technology Solutions,3.6,Chennai,Chennai,Data Analyst,1-4 Yrs,Not Disclosed,False,"project management, modeling, data analysis, business requirements, gap analysis, business analysis, uat, business analytics",Analyze business requirements and translate them into technical solutions. Collaborate...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-magellanix-technology-solutions-chennai-1-to-4-years-230625501320,naukri.com,2025-06-10,,,,"['Project Management', 'Modeling', 'Data Analysis', 'Business Requirements', 'Gap Analysis', 'Business Analysis', 'Uat', 'Business Analytics']",Chennai,False,2025-05-20
8685,Business Analyst,Seaant Web Technologies,3.3,Chennai,Chennai,Data Analyst,1-3 Yrs,Not Disclosed,False,"Business Analyst, Business analysis","Requirements: . Bachelors degree in business administration, information systems, or a ...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-seaant-web-technologies-private-ltd-chennai-1-to-3-years-210923500580,naukri.com,2025-06-10,,,,"['Business Analyst', 'Business Analysis']",Chennai,False,2025-05-20
8686,Business Intelligence Analyst,DATATERRAIN LTD,3.4,Chennai,Chennai,Data Analyst,4-6 Yrs,Not Disclosed,False,"Data analysis, Data management, data science, Analytical, Business Intelligence Analyst, data visualization, Reporting tools, SQL",Role Business Intelligence Analyst SQL Focus Experience Fresher Chennai (India) Salary ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-intelligence-analyst-dataterrain-ltd-chennai-4-to-6-years-180425504739,naukri.com,2025-06-10,,,,"['Data Analysis', 'Data Management', 'Data Science', 'Analytical', 'Business Intelligence Analyst', 'Data Visualization', 'Reporting Tools', 'SQL']",Chennai,False,2025-05-20
8687,Application Business Analyst,Codeboard Technology,3.4,Chennai,Chennai,Data Analyst,5-10 Yrs,Not Disclosed,False,"Data analysis, Process mapping, Translation, Excel, Business Analyst, power bi, Business process analysis, JIRA","Business Analyst is required to have a proven track record in requirement gathering, st...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-application-business-analyst-codeboard-technology-private-limited-chennai-5-to-10-years-170425500305,naukri.com,2025-06-10,,,,"['Data Analysis', 'Process Mapping', 'Translation', 'Excel', 'Business Analyst', 'Power Bi', 'Business Process Analysis', 'JIRA']",Chennai,False,2025-05-20
8688,"Financial Controller, Business Planner & Analyst",Developer Group,4.6,Chennai,Chennai,Data Analyst,4-8 Yrs,Not Disclosed,False,"Data analysis, PDF, Finance, Business analytics, Financial planning, Contracting, Indirect taxation, Tax planning","UG: Any Graduate - Any Specialization, Graduation Not Required Direct / Indirect Tax pl...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-financial-controller-business-planner-analyst-developer-group-india-pvt-ltd-chennai-4-to-8-years-170222500370,naukri.com,2025-06-10,,,,"['Data Analysis', 'PDF', 'Finance', 'Business Analytics', 'Financial Planning', 'Contracting', 'Indirect Taxation', 'Tax Planning']",Chennai,False,2025-05-20
8689,Business Analyst,Bluebenz Digitizations,3.2,Chennai,Chennai,Data Analyst,2-4 Yrs,Not Disclosed,False,"project management, data analysis, data analytics, gap analysis, business analysis, uat, business analytics, user stories",Collaborate with cross-functional teams to identify business requirements and develop ...,3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-bluebenz-digitizations-private-limited-chennai-2-to-4-years-140526504198,naukri.com,2025-06-10,,,,"['Project Management', 'Data Analysis', 'Data Analytics', 'Gap Analysis', 'Business Analysis', 'Uat', 'Business Analytics', 'User Stories']",Chennai,False,2025-05-20
8690,Technical Business Analyst,Toppan Merrill,3.8,Chennai,Chennai,Data Analyst,3-5 Yrs,Not Disclosed,False,"Data analysis, Data migration, UML, XML, Project management, Information security, System integration, JSON","A successful candidate will possess a strong analytical and technical foundation, excel...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-technical-business-analyst-toppan-merrill-technology-services-private-limited-chennai-3-to-5-years-061125505440,naukri.com,2025-06-10,,,,"['Data Analysis', 'Data Migration', 'UML', 'XML', 'Project Management', 'Information Security', 'System Integration', 'JSON']",Chennai,False,2025-05-20
8691,Business analyst,Inspiration Manpower Consultancy Pvt. Ltd.,3.6,Chennai,Chennai,Data Analyst,6-12 Yrs,Not Disclosed,False,"Business Analyst, Fixed income, Trade settlements, Equity, Capital market, Settlements, Trade, Business analysis",Experience as Business analyst in capital market industry mandate,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-inspiration-manpower-consultancy-pvt-ltd-chennai-6-to-12-years-060720500835,naukri.com,2025-06-10,,,,"['Business Analyst', 'Fixed Income', 'Trade Settlements', 'Equity', 'Capital Market', 'Settlements', 'Trade', 'Business Analysis']",Chennai,False,2025-05-20
8692,Solution Engineer / Business Analyst,Botminds,3.6,Chennai,Chennai,Data Analyst,2-7 Yrs,Not Disclosed,False,"Business administration, Data analysis, Interpersonal skills, Manager Quality Assurance, Project management, Analytical, Machine learning, Project planning","Bachelor s degree in Business Administration, Finance, Computer Science, or related fie...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-solution-engineer-business-analyst-botminds-chennai-2-to-7-years-041125503407,naukri.com,2025-06-10,,,,"['Business Administration', 'Data Analysis', 'Interpersonal Skills', 'Manager Quality Assurance', 'Project Management', 'Analytical', 'Machine Learning', 'Project Planning']",Chennai,False,2025-05-20
8693,Business Analyst / Product Manager,Sysarc Infomatix,3.5,Chennai,Chennai,Data Analyst,5-10 Yrs,Not Disclosed,False,"Requirement Gathering, Wireframing & Prototyping, Data Analysis, Agile & Scrum Methodologies, Stakeholder Management, Prototyping, Agile, Business analysis",Business Analysis (Fresher) /Product Manager (>5Years Experienced) . Total Yrs Of Exper...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-product-manager-sysarc-infomatix-pvt-ltd-chennai-5-to-10-years-040725504013,naukri.com,2025-06-10,,,,"['Requirement Gathering', 'Wireframing & Prototyping', 'Data Analysis', 'Agile & Scrum Methodologies', 'Stakeholder Management', 'Prototyping', 'Agile', 'Business Analysis']",Chennai,False,2025-05-20
8694,Business Analysts,Amudhalakshmi Systems,3.8,Chennai,Chennai,Data Analyst,1-2 Yrs,Not Disclosed,False,"Business Analyst, Business analysis, Analysts","Requirements Gathering: Engage with stakeholders to elicit, document, and analyze busin...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-business-analysts-amudhalakshmi-systems-pvt-ltd-chennai-1-to-2-years-031224507499,naukri.com,2025-06-10,,,,"['Business Analyst', 'Business Analysis', 'Analysts']",Chennai,False,2025-05-20
8695,Senior Analyst - Excel VBA,enGen Global,3.8,Chennai,Chennai,Data Analyst,5-10 Yrs,Not Disclosed,False,"Vba, Automation, Compliance, Power Bi, Use Cases, Sla, Process Improvement, Hr","Gather, analyze, and validate business requirements for system enhancements and operati...",1 day ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-analyst-excel-vba-thryve-digital-health-llp-chennai-5-to-10-years-090626920686,naukri.com,2025-06-10,,,,"['VBA', 'Automation', 'Compliance', 'Power Bi', 'Use Cases', 'Sla', 'Process Improvement', 'HR']",Chennai,False,2025-06-09
8696,Senior Technical Analyst,Azilen,2.9,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",Chennai,Data Analyst,7-12 Yrs,Not Disclosed,False,"IT services, Data analysis, MS SQL, Manager Quality Assurance, Project management, Analytical, MySQL, Oracle","Proven experience in eliciting, analysing, and documenting complex technical and functi...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-technical-analyst-azilen-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-7-to-12-years-260725500805,naukri.com,2025-06-10,,,,"['It Services', 'Data Analysis', 'Ms Sql', 'Manager Quality Assurance', 'Project Management', 'Analytical', 'MySQL', 'Oracle']",Chennai,True,2025-05-20
8697,Sr. BI Analyst,Amherst Group,2.1,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",Chennai,Data Analyst,8-11 Yrs,Not Disclosed,False,"Computer science, Data analysis, Automation, Analytical, Javascript, Data processing, Portfolio management, Financial services","Amherst leverages its proprietary data, analytics, technology, and decades of experienc...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-sr-bi-analyst-amherst-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-11-years-240725503435,naukri.com,2025-06-10,,,,"['Computer Science', 'Data Analysis', 'Automation', 'Analytical', 'JavaScript', 'Data Processing', 'Portfolio Management', 'Financial Services']",Chennai,True,2025-05-20
8698,Sr. Operations Research Analyst,GForce Consulting Solutions,3.6,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",Chennai,Data Analyst,2-6 Yrs,Not Disclosed,False,"Supply chain management, Operations research, SAS, Simulation, Inventory optimization, Statistical software, SPSS, Information technology",The scientist should have exposure to Operations Research algorithm design and implemen...,3+ weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-sr-operations-research-analyst-gforce-consulting-solutions-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-050623500098,naukri.com,2025-06-10,,,,"['Supply Chain Management', 'Operations Research', 'SAS', 'Simulation', 'Inventory Optimization', 'Statistical Software', 'SPSS', 'Information Technology']",Chennai,True,2025-05-20
8699,Senior Data Governance & Data Quality Lead – Informatica IDMC,Crisil,3.6,"Chennai, Pune, Gurugram",Chennai,Data Analyst,7-12 Yrs,Not Disclosed,False,"metadata, metadata management, catalog, enterprise, sql, analytics, cloud, remediation",Senior Data Governance & Data Quality Lead – Informatica IDMC Experience: 7–10 Years ...,2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-data-governance-data-quality-lead-informatica-idmc-crisil-pune-chennai-gurugram-7-to-12-years-220526014779,naukri.com,2025-06-10,,,,"['Metadata', 'Metadata Management', 'Catalog', 'Enterprise', 'SQL', 'Analytics', 'Cloud', 'Remediation']",Chennai,True,2025-05-27
8700,Data Analytics Engineer Intern,Zuntra Digital,3.9,Chennai,Chennai,Data Analyst,0-1 Yrs,Not Disclosed,False,"Computer science, Data analysis, Intern, Analytical, Data collection, power bi, Data analytics, data visualization",Zuntra Digital is offering an exciting internship opportunity for aspiring Data...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-analytics-engineer-intern-zuntra-digital-chennai-0-to-1-years-260326503206,naukri.com,2025-06-10,,,,"['Computer Science', 'Data Analysis', 'Intern', 'Analytical', 'Data Collection', 'Power Bi', 'Data Analytics', 'Data Visualization']",Chennai,False,2025-05-20
8701,SF Data Cloud,Cognizant,3.7,"Hybrid - Chennai, Hyderabad, Bengaluru",Chennai,Data Analyst,6-11 Yrs,Not Disclosed,False,"Application Programming, Application Development, Software Engineering, Engineering, Cloud, Software, SF6, Program",Hands On experience in customer data platforms and complex database platforms preferabl...,2 weeks ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-sf-data-cloud-cognizant-hyderabad-chennai-bengaluru-6-to-11-years-220526016264,naukri.com,2025-06-10,,,,"['Application Programming', 'Application Development', 'Software Engineering', 'Engineering', 'Cloud', 'Software', 'SF6', 'Program']",Chennai,True,2025-05-27
8702,"SF Data Cloud Developers-Scheduled face To face developers-May30th,Sat",Cognizant,3.7,"Hybrid - Chennai, Hyderabad, Bengaluru",Chennai,Data Analyst,10-12 Yrs,Not Disclosed,False,"Salesforce developer, Data Cloud, Salesforce, SF6, Cloud, Sales force development, SAT, Development",Hands On experience in customer data platforms and complex database platforms preferabl...,2 weeks ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-sf-data-cloud-developers-scheduled-face-to-face-developers-may30th-sat-cognizant-hyderabad-chennai-bengaluru-10-to-12-years-200526044303,naukri.com,2025-06-10,,,,"['Salesforce Developer', 'Data Cloud', 'Salesforce', 'SF6', 'Cloud', 'Sales Force Development', 'SAT', 'Development']",Chennai,True,2025-05-27
8703,Data Science Practitioner,Accenture,3.7,Chennai,Chennai,Data Analyst,1-3 Yrs,Not Disclosed,False,"predictive analytics, communicate, data analysis, machine learning frameworks, ai, visualization tools, machine learning, analytical skills",Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,1 day ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-science-practitioner-accenture-solutions-pvt-ltd-chennai-1-to-3-years-080626925907,naukri.com,2025-06-10,,,,"['Predictive Analytics', 'Communicate', 'Data Analysis', 'Machine Learning Frameworks', 'AI', 'Visualization Tools', 'Machine Learning', 'Analytical Skills']",Chennai,False,2025-06-09
8704,Ancestry-Data Science_Product Analyst_Replacement,SLK Software,3.2,Chennai,Chennai,Data Analyst,5-7 Yrs,Not Disclosed,False,"Product Analyst, Basic, tableau, data science, SQL, Python, Science, Data",We are looking for a skilled professional with 5-7 years of experience to join our team...,1 week ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-ancestry-data-science-product-analyst-replacement-slk-software-services-private-limited-chennai-5-to-7-years-020626502814,naukri.com,2025-06-10,,,,"['Product Analyst', 'Basic', 'Tableau', 'Data Science', 'SQL', 'Python', 'Science', 'Data']",Chennai,False,2025-06-03
8705,Data Engineer,Adyog,5.0,Chennai,Chennai,Data Analyst,2-4 Yrs,Not Disclosed,False,"Computer science, advanced analytics, Data analysis, spark, Machine learning, SCALA, Programming, big data",Lay the groundwork for data analysis and experimentation. Guide clients through the di...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-engineer-adyog-software-solutions-private-limited-chennai-2-to-4-years-301123500435,naukri.com,2025-06-10,,,,"['Computer Science', 'Advanced Analytics', 'Data Analysis', 'Spark', 'Machine Learning', 'Scala', 'Programming', 'Big Data']",Chennai,False,2025-05-20
8706,SF Data Cloud Developers-Scheduled Face To face interview-May 30th Sat,Cognizant,3.7,"Hybrid - Chennai, Hyderabad, Bengaluru",Chennai,Data Analyst,5-10 Yrs,Not Disclosed,False,"Data cloud, Salesforce, Sales Force Development, Cloud, SF6, Sales, SAT, Development",Hands On experience in customer data platforms and complex database platforms preferabl...,2 weeks ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-sf-data-cloud-developers-scheduled-face-to-face-interview-may-30th-sat-cognizant-hyderabad-chennai-bengaluru-5-to-10-years-200526043896,naukri.com,2025-06-10,,,,"['Data Cloud', 'Salesforce', 'Sales Force Development', 'Cloud', 'SF6', 'Sales', 'SAT', 'Development']",Chennai,True,2025-05-27
8707,PM - Data Professional,Capco,3.8,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",Chennai,Data Analyst,8-15 Yrs,Not Disclosed,False,"Delivery excellence, Data analysis, Analytical, Artificial Intelligence, Management consulting, Manager Technology, Data structures, Analytics",Awarded with Consultancy of the year in the British Bank Award and has been ranked Top ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-pm-data-professional-capco-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-15-years-150725502323,naukri.com,2025-06-10,,,,"['Delivery Excellence', 'Data Analysis', 'Analytical', 'Artificial Intelligence', 'Management Consulting', 'Manager Technology', 'Data Structures', 'Analytics']",Chennai,True,2025-05-20
8708,Senior Analyst - People Success Partner,Zinnov Management Consulting,3.2,Chennai,Chennai,Data Analyst,7-8 Yrs,Not Disclosed,False,"hr generalist activities, data analysis, training and development, training, human resource management, career development, learning and development, training programs",Collaborate with cross-functional teams to develop and implement effective people stra...,3 weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-senior-analyst-people-success-partner-zinnov-management-consulting-pvt-ltd-chennai-7-to-8-years-130526503370,naukri.com,2025-06-10,,,,"['Hr Generalist Activities', 'Data Analysis', 'Training And Development', 'Training', 'Human Resource Management', 'Career Development', 'Learning And Development', 'Training Programs']",Chennai,False,2025-05-20
8709,Senior Production Support Analyst,Grid Dynamics,3.1,Chennai,Chennai,Data Analyst,3-7 Yrs,Not Disclosed,False,"Support Analyst, Automation, Compliance, Alerting, Powershell, Banking, Sla, Subject Matter Expert",We are seeking an experienced Production Support Analyst Production Management Batch Op...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-production-support-analyst-grid-dynamics-private-limited-chennai-3-to-7-years-120526931781,naukri.com,2025-06-10,,,,"['Support Analyst', 'Automation', 'Compliance', 'Alerting', 'Powershell', 'Banking', 'Sla', 'Subject Matter Expert']",Chennai,False,2025-05-20
8710,Senior Analyst - Paid Search,Dentsu Webchutney,2.9,Chennai,Chennai,Data Analyst,4-5 Yrs,Not Disclosed,False,"digital marketing, email marketing, ppc, google adwords, branding, advertising, marketing, online marketing",Time Type: Full time,5 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-analyst-paid-search-dentsu-inc-chennai-4-to-5-years-040626500255,naukri.com,2025-06-10,,,,"['Digital Marketing', 'Email Marketing', 'Ppc', 'Google Adwords', 'Branding', 'Advertising', 'Marketing', 'Online Marketing']",Chennai,False,2025-06-05
8711,SCM Analyst,Ford,4.1,Chennai,Chennai,Data Analyst,2-5 Yrs,Not Disclosed,False,"Procurement, Concepts, Vendor Development, Fundamentals, Supply Chain Management, Supply Chain, SCM Analyst, SCM",Provide data analysis and insights to inform business decisions on procurement strategi...,1 week ago,On-site,Large (1000+),https://www.naukri.com/job-listings-scm-analyst-ford-chennai-2-to-5-years-280526017807,naukri.com,2025-06-10,,,,"['Procurement', 'Concepts', 'Vendor Development', 'Fundamentals', 'Supply Chain Management', 'Supply Chain', 'Scm Analyst', 'SCM']",Chennai,False,2025-06-03
8712,Senior Data Modeler,Tech Stalwart Solution,3.2,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",Chennai,Data Analyst,4-8 Yrs,Not Disclosed,False,"metadata, python, data management, data analysis, modeling, oracle, ssas, data warehousing","The modeler should be proficient in data modeling techniques, database design, and data...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-data-modeler-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-250225501359,naukri.com,2025-06-10,,,,"['Metadata', 'Python', 'Data Management', 'Data Analysis', 'Modeling', 'Oracle', 'Ssas', 'Data Warehousing']",Chennai,True,2025-05-20
